Andorian	TOS	AWA-1	5200	5	ea.	AMC-2	C	/	D	0.8	2228
Andorian	TOS	AWA-2	5200	9	ea.	AMC-4	C	/	E	0.8	2238
Andorian	TOS	AWB-1	28000	8	ea.	AMC-3	H	/	K	3.4	2244
Andorian	TOS	AWB-2	28000	11	ea.	AMC-5	H	/	K	3.4	2254
Andorian	TOS	AWC-1	90000	12	ea.	AMC-7	G	/	H	5.8	2245
Andorian	TOS	AWD-1	100000	10	ea.	AMC-6	K	/	F	8.0	2247
Andorian	TOS	AWD-2	100000	16	ea.	AMC-8	L	/	F	8.0	2257
Andorian	TOS	AWE-1	80000	8	ea.	AMC-4	F	/	I	6.4	2249
Andorian	TOS	AWE-2	80000	12	ea.	AMC-6	F	/	J	6.4	2253
Andorian	TOS	AWF-1	74000	13	ea.	AMC-8	G	/	H	7.2	2264
Andorian	TOS	AWF-2	74000	15	ea.	AMC-9	G	/	H	7.2	2266
Andorian	TOS	AWG-1	137800	32	ea.	AMC-12	K	/	L	12.8	2279
Andorian	TNG	AWH-1	85000	24	ea.	AMC-8	D	/	F	7.2	2330
Andorian	TNG	AWH-2	85000	26	ea.	AMC-9	D	/	F	7.2	2340
Andorian	TNG	AWI-1	78250	18	ea.	AMC-7	D	/	E	8.4	2332
Andorian	TNG	AWI-2	78250	20	ea.	AMC-8	D	/	E	8.4	2337
Andorian	TNG	AWI-3	78250	26	ea.	AMC-9	D	/	E	8.4	2342
Andorian	TNG	AWJ-1	168250	45	ea.	AMC-12	F	/	H	13.8	2334
Andorian	TNG	AWJ-2	168250	48	ea.	AMC-12	F	/	H	13.8	2336
Andorian	TNG	AWK-1	161500	50	ea.	AMC-12	E	/	F	19.0	2342
Andorian	TNG	AWL-1	96000	30	ea.	AMC-10	E	/	F	7.8	2363
Andorian	TNG	AWL-2	96000	34	ea.	AMC-10	E	/	F	7.8	2365
Cardassian	TOS	CWA-1	4200	4	ea.	CO-2	E	/	F	0.2	2243
Cardassian	TOS	CWA-2	4200	6	ea.	CO-2	F	/	H	0.2	2244
Cardassian	TOS	CWB-1	22000	8	ea.	CO-2	K	/	M	2.1	2244
Cardassian	TOS	CWB-2	22000	10	ea.	CO-2	L	/	M	2.1	2250
Cardassian	TOS	CWB-3	22000	13	ea.	CO-3	M	/	N	2.1	2253
Cardassian	TOS	CWC-1	84000	14	ea.	CO-3	O	/	M	5.2	2248
Cardassian	TOS	CWC-2	84000	18	ea.	CO-4	O	/	M	5.2	2261
Cardassian	TOS	CWD-1	96000	12	ea.	CO-3	L	/	M	7.8	2249
Cardassian	TOS	CWD-2	96000	16	ea.	CO-3	L	/	N	7.8	2253
Cardassian	TOS	CWD-3	96000	18	ea.	CO-4	M	/	O	7.8	2256
Cardassian	TOS	CWD-4	96000	20	ea.	CO-4	M	/	O	7.8	2268
Cardassian	TOS	CWF-1	102000	21	ea.	CO-5	G	/	J	9.4	2264
Cardassian	TOS	CWF-2	102000	24	ea.	CO-5	G	/	J	9.4	2276
Cardassian	TOS	CWG-1	116000	26	ea.	CO-5	E	/	F	10.2	2272
Cardassian	TOS	CWG-2	116000	42	ea.	CO-7	E	/	F	10.2	2293
Cardassian	TOS	CWH-1	150000	35	ea.	CO-6a	G	/	I	14.8	2307
Cardassian	TOS	CWH-2	150000	40	ea.	CO-6a	G	/	I	14.8	2312
Cardassian	TOS	CWH-3	150000	47	ea.	CO-8	H	/	K	14.8	2329
Cardassian	TNG	CWI-1	112000	39	ea.	CO-7	K	/	L	11.0	2332
Cardassian	TNG	CWI-2	112000	43	ea.	CO-7	K	/	L	11.0	2339
Cardassian	TNG	CWJ-1	148000	51	ea.	CO-8	I	/	K	13.8	2335
Cardassian	TNG	CWJ-2	148000	52	ea.	CO-8	I	/	K	13.8	2341
Cardassian	TNG	CWJ-3	148000	55	ea.	CO-8	I	/	L	13.8	2350
Cardassian	TNG	CWK-1	90000	27	ea.	CO-5	H	/	I	8.2	2336
Cardassian	TNG	CWK-2	90000	29	ea.	CO-6	H	/	I	8.2	2338
Cardassian	TNG	CWK-3	90000	31	ea.	CO-6	H	/	I	8.2	2340
Cardassian	TNG	CWL-1	172000	59	ea.	CO-9	H	/	J	15.6	2340
Cardassian	TNG	CWL-2	172000	62	ea.	CO-9	H	/	J	15.6	2346
Cardassian	TNG	CWM-1	188000	65	ea.	CO-9	I	/	J	16.6	2343
Cardassian	TNG	CWM-2	188000	69	ea.	CO-10	I	/	J	16.6	2352
Cardassian	TNG	CWN-1	182000	63	ea.	CO-10	I	/	K	15.4	2348
Cardassian	TNG	CWN-2	182000	72	ea.	CO-10	I	/	K	15.4	2358
Cardassian	TNG	CWO-1	205000	71	ea.	CO-10	L	/	L	17.8	2354
Cardassian	TNG	CWO-2	205000	74	ea.	CO-10	L	/	L	17.8	2367
Cardassian	TNG	CWP-1	224000	75	ea.	CO-10	K	/	L	19.4	2363
Cardassian	TNG	CWP-2	224000	78	ea.	CO-11	K	/	L	19.4	2366
Cardassian	TNG	CWP-3	224000	80	ea.	CO-11	K	/	L	19.4	2380
Dominion	TOS	JVIA-1	3200	4	ea.	JHC-2	G	/	H	1.2	2189
Dominion	TOS	JVIA-2	3200	6	ea.	JHC-3	G	/	H	1.2	2213
Dominion	TOS	JVIB-1	40000	9	ea.	JHC-3	H	/	I	3.0	2196
Dominion	TOS	JVIB-2	40000	11	ea.	JHC-4	H	/	I	3.0	2218
Dominion	TOS	JVIB-3	40000	15	ea.	JHC-6	I	/	I	3.0	2223
Dominion	TOS	JVIB-4	40000	17	ea.	JHC-6	I	/	J	3.0	2226
Dominion	TOS	JVIC-1	60000	13	ea.	JHC-4	H	/	I	3.4	2227
Dominion	TOS	JVIC-2	60000	19	ea.	JHC-5	I	/	J	3.4	2240
Dominion	TOS	JVID-1	80000	21	ea.	JHC-6	I	/	K	3.8	2253
Dominion	TOS	JVID-2	80000	23	ea.	JHC-6	I	/	K	3.8	2262
Dominion	TOS	JVID-3	80000	28	ea.	JHC-8	I	/	K	3.8	2268
Dominion	TOS	JVIE-1	100000	26	ea.	JHC-6	H	/	I	7.6	2267
Dominion	TOS	JVIE-2	100000	30	ea.	JHC-9	H	/	I	7.6	2276
Dominion	TOS	JVIF-1	140000	32	ea.	JHC-8	G	/	I	8.6	2281
Dominion	TOS	JVIF-2	140000	34	ea.	JHC-8	G	/	I	8.6	2286
Dominion	TOS	JVIF-3	140000	38	ea.	JHC-8	G	/	I	8.6	2297
Dominion	TOS	JVIF-4	140000	40	ea.	JHC-8	G	/	I	8.6	2306
Dominion	TOS	JVIG-1	200000	55	ea.	JHC-14	H	/	J	17.0	2322
Dominion	TOS	JVIG-2	200000	60	ea.	JHC-11	H	/	J	17.0	2329
Dominion	TNG	JVIH-1	160000	43	ea.	JHC-8	G	/	H	11.8	2334
Dominion	TNG	JVIH-2	160000	45	ea.	JHC-11	G	/	H	11.8	2338
Dominion	TNG	JVIH-3	160000	49	ea.	JHC-12	G	/	H	11.8	2339
Dominion	TNG	JVII-1	190000	64	ea.	JHC-12	F	/	G	16.6	2336
Dominion	TNG	JVII-2	190000	70	ea.	JHC-15	F	/	G	16.6	2343
Dominion	TNG	JVIJ-1	170000	53	ea.	JHC-11	E	/	F	9.6	2341
Dominion	TNG	JVIJ-2	170000	59	ea.	JHC-14	E	/	F	9.6	2350
Dominion	TNG	JVIJ-3	170000	62	ea.	JHC-12	E	/	F	9.6	2351
Dominion	TNG	JVIK-1	156000	64	ea.	JHC-12	F	/	H	14.8	2353
Dominion	TNG	JVIK-2	156000	75	ea.	JHC-14	F	/	H	14.8	2356
Dominion	TNG	JVIL-1	250000	96	ea.	JHC-19	H	/	I	19.0	2359
Edoan	TOS	EMWA-1	5200	4	ea.	ECC-3	G	/	H	1.8	2236
Edoan	TOS	EMWA-2	5200	7	ea.	ECC-5	G	/	H	1.8	2245
Edoan	TOS	EMWB-1	30000	6	ea.	ECC-4	G	/	H	4.0	2240
Edoan	TOS	EMWB-2	30000	11	ea.	ECC-5	G	/	H	4.0	2246
Edoan	TOS	EMWC-1	60000	15	ea.	ECC-6	F	/	H	7.2	2253
Edoan	TOS	EMWD-1	76000	12	ea.	ECC-6	E	/	G	6.8	2254
Edoan	TOS	EMWD-2	76000	18	ea.	ECC-7	E	/	G	6.8	2266
Edoan	TOS	EMWD-3	76000	21	ea.	ECC-8	E	/	G	6.8	2273
