Andorian	TOS	AWA-1	10400	5	ea.	25	E	/	F	1.6	2228
Andorian	TOS	AWA-2	10400	9	ea.	45	E	/	G	1.6	2238
Andorian	TOS	AWB-1	56000	8	ea.	40	J	/	M	6.8	2244
Andorian	TOS	AWB-2	56000	12	ea.	60	J	/	M	6.8	2254
Andorian	TOS	AWC-1	180000	13	ea.	65	I	/	J	11.6	2245
Andorian	TOS	AWD-1	200000	11	ea.	55	M	/	H	16	2247
Andorian	TOS	AWD-2	200000	17	ea.	85	N	/	H	16	2257
Andorian	TOS	AWE-1	160000	8	ea.	40	H	/	K	12.8	2249
Andorian	TOS	AWE-2	160000	13	ea.	65	H	/	L	12.8	2253
Andorian	TOS	AWF-1	148000	14	ea.	70	I	/	J	14.4	2264
Andorian	TOS	AWF-2	148000	16	ea.	79	I	/	J	14.4	2266
Andorian	TOS	AWG-1	275600	34	ea.	168	M	/	N	25.6	2279
Andorian	TNG	AWH-1	170000	24	ea.	180	F	/	H	14.4	2330
Andorian	TNG	AWH-2	170000	26	ea.	213	F	/	H	14.4	2340
Andorian	TNG	AWI-1	156500	18	ea.	109	F	/	G	16.8	2332
Andorian	TNG	AWI-2	156500	20	ea.	157	F	/	G	16.8	2337
Andorian	TNG	AWI-3	156500	26	ea.	135	F	/	G	16.8	2342
Andorian	TNG	AWJ-1	336500	46	ea.	282	H	/	J	27.6	2334
Andorian	TNG	AWJ-2	336500	49	ea.	327	H	/	J	27.6	2336
Andorian	TNG	AWK-1	323000	51	ea.	237	G	/	H	38	2342
Andorian	TNG	AWL-1	192000	31	ea.	200	G	/	H	15.6	2363
Andorian	TNG	AWL-2	192000	35	ea.	229	G	/	H	15.6	2365
Cardassian	TOS	CWA-1	8400	4	ea.	CO-1	G	/	H	0.4	2243
Cardassian	TOS	CWA-2	8400	6	ea.	CO-2	H	/	J	0.4	2244
Cardassian	TOS	CWB-1	44000	7	ea.	CO-4	M	/	O	4.4	2244
Cardassian	TOS	CWB-2	44000	9	ea.	CO-3	N	/	O	4.4	2250
