Andorian	TOS	AIA-1	165	1	AMC-1	I		I	0.1	RRR/98	1	2228
Andorian	TOS	AIA-2	165	2	AMC-1	I		III	0.1	RRR/91	2	2228
Andorian	TOS	AIA-3	165	4	AMC-1	II		IV	0.1	RRR/89	3	2228
Andorian	TOS	AIB-1	360	3	AMC-1	III		VII	0.1	RRR/90	2	2241
Andorian	TOS	AIB-2	360	5	AMC-1	VIII		XII	0.1	RRR/84	3	2241
Andorian	TOS	AIC-1	480	6	AMC-1	VI		XII	0.1	RRR/81	4	2244
Andorian	TOS	AIC-2	480	15	AMC-4	VIII		XIII	0.1	RRR/65	9	2244
Andorian	TOS	AID-1	440	8	AMC-1	VI		XI	0.1	RRR/76	5	2256
Andorian	TOS	AID-2	440	10	AMC-2	VI		XVII	0.1	RRR/74	6	2256
Andorian	TOS	AIE-1	438	12	AMC-3	VII		X	0.1	RRR/69	4	2268
Andorian	TOS	AIE-2	438	16	AMC-3	X		XV	0.1	RRR/60	10	2268
Andorian	TOS	AIE-3	438	20	AMC-4	XII		XIX	0.1	RRR/43	12	2268
Andorian	TNG	AIF-1	510	14	AMC-1	VII		XIII	0.1	RRR/65	8	2333
Andorian	TNG	AIF-2	510	18	AMC-2	IX		XIV	0.1	RRR/58	13	2336
Andorian	TNG	AIF-3	510	24	AMC-4	XI		XVII	0.1	RRR/41	17	2345
Andorian	TNG	AIG-1	493	17	AMC-3	X		XV	0.1	RRR/59	12	2335
Andorian	TNG	AIG-2	493	21	AMC-4	XI		XVI	0.1	RRR/42	16	2339
Andorian	TNG	AIG-3	493	25	AMC-3	XIII		XVIII	0.1	RRR/39	20	2343
Andorian	TNG	AIH-1	615	22	AMC-3	XII		XIV	0.1	RRR/44	19	2342
Andorian	TNG	AIH-2	615	28	AMC-3	XIII		XVI	0.1	RRR/35	26	2350
Andorian	TNG	AIH-3	615	30	AMC-7	XIV		XVIII	0.1	RRR/29	34	2359
Andorian	TNG	AII-1	720	26	AMC-4	XII		XV	0.1	RRR/37	25	2355
Andorian	TNG	AII-2	720	35	AMC-7	XIV		XVII	0.1	RRR/21	43	2356
Andorian	TNG	AII-3	720	38	AMC-8	XV		XX	0.1	RRR/16	58	2362
Cardassians	TOS	CIA-1	188	1	CO-1	I		II	0.1	RRR/65	0.5	2241
Cardassians	TOS	CIA-2	188	2	CO-1	I		II	0.1	RRR/63	1	2242
Cardassians	TOS	CIA-3	188	3	CO-1	II		IV	0.1	RRR/59	2	2243
Cardassians	TOS	CIA-4	188	4	CO-2	II		V	0.1	RRR/58	3	2243
Cardassians	TOS	CIB-1	209	2	CO-1	III		VI	0.1	RRR/62	1	2241
Cardassians	TOS	CIB-2	209	5	CO-3	IV		IX	0.1	RRR/56	3	2245
Cardassians	TOS	CIC-1	318	4	CO-2	V		X	0.1	RRR/57	2	2243
Cardassians	TOS	CIC-2	318	7	CO-3	VII		XII	0.1	RRR/49	4	2247
Cardassians	TOS	CID-1	445	10	CO-3	VI		XIV	0.1	RRR/43	5	2251
Cardassians	TOS	CID-2	445	13	CO-4	VIII		XVI	0.1	RRR/37	7	2249
Cardassians	TOS	CIE-1	501	16	CO-4	IX		XIV	0.1	RRR/26	8	2256
Cardassians	TOS	CIE-2	501	20	CO-4	XI		XVI	0.1	RRR/20	10	2267
Cardassians	TOS	CIE-3	501	24	CO-4	XII		XVIII	0.1	RRR/17	12	2270
Cardassians	TOS	CIF-1	673	22	CO-4	IX		XIV	0.1	RRR/18	11	2268
Cardassians	TOS	CIF-2	673	28	CO-4	XI		XVIII	0.1	RRR/11	14	2271
Cardassians	TOS	CIG-1	898	34	CO-5	XIII		XVII	0.1	RRR/7	17	2283
Cardassians	TOS	CIG-2	898	40	CO-5	XV		XVIII	0.1	RRR/3	20	2297
Cardassians	TNG	CIG-3	1150	46	CO-5	XVI		XX	0.1	RRR/2	32	2330
Cardassians	TNG	CIG-4	1150	50	CO-6	XVII		XX	0.1	RRR/1	54	2331
Cardassians	TNG	CIH-1	760	30	CO-5	XIII		XVI	0.1	RRR/10	35	2331
Cardassians	TNG	CIH-2	760	36	CO-5	XIV		XVIII	0.1	RRR/8	34	2332
Cardassians	TNG	CIH-3	760	38	CO-5	XV		XIX	0.1	RRR/6	44	2338
Cardassians	TNG	CII-1	1580	42	CO-6	XIV		XVIII	0.1	RRR/4	42	2334
Cardassians	TNG	CII-2	1580	48	CO-6	XVI		XIX	0.1	RRR/2	48	2341
Cardassians	TNG	CIJ-1	2070	55	CO-7	XVI		XVIII	0.1	RRR/1	65	2340
Cardassians	TNG	CIJ-2	2070	58	CO-6	XVIII		XIX	0.1	RRR/1	68	2342
Cardassians	TNG	CIJ-3	2070	60	CO-8	XIX		XX	0.1	RRR/1	88	2354
Dominion	TOS	JIPA-1	170	1	JHC-1	I		I	0.1	III/1	1.8	2187
Dominion	TOS	JIPA-2	170	2	JHC-1	I		II	0.1	III/1	3	2189
Dominion	TOS	JIPA-3	170	3	JHC-1	I		III	0.1	III/1	3.5	2193
Dominion	TOS	JIPA-4	170	4	JHC-1	III		VI	0.1	III/1	4	2196
Dominion	TOS	JIPA-5	170	5	JHC-2	III		X	0.1	III/1	6	2203
Dominion	TOS	JIPA-6	170	6	JHC-2	V		IX	0.1	III/1	8	2211
Dominion	TOS	JIPB-1	510	6	JHC-1	IV		X	0.1	III/1	6	2195
Dominion	TOS	JIPB-2	510	8	JHC-2	V		XII	0.1	III/1	8	2210
Dominion	TOS	JIPB-3	510	10	JHC-2	VII		XIII	0.1	III/1	9	2222
Dominion	TOS	JIPB-4	510	12	JHC-2	IX		XV	0.1	III/1	12	2226
Dominion	TOS	JIPC-1	450	3	JHC-1	III		VIII	0.1	III/1	4	2243
Dominion	TOS	JIPC-2	450	9	JHC-2	V		XIV	0.1	III/1	9	2256
Dominion	TOS	JIPD-1	860	10	JHC-3	VI		XII	0.1	III/1	15	2260
Dominion	TOS	JIPD-2	860	15	JHC-3	IX		XVI	0.1	III/1	16	2268
Dominion	TOS	JIPD-3	860	20	JHC-4	XI		XVII	0.1	III/1	23	2275
Dominion	TOS	JIPE-1	530	18	JHC-3	XI		XV	0.1	III/1	17	2274
Dominion	TOS	JIPE-2	530	26	JHC-4	XIII		XVIII	0.1	III/1	24	2299
Dominion	TOS	JIPF-1	1056	30	JHC-4	XII		XVIII	0.1	III/1	37	2283
Dominion	TOS	JIPF-2	1056	34	JHC-6	XV		XX	0.1	III/1	59	2306
Dominion	TNG	JIPG-1	730	42	JHC-4	XIII		XVII	0.1	III/1	66	2333
Dominion	TNG	JIPG-2	730	46	JHC-5	XIV		XIX	0.1	III/1	75	2340
Dominion	TNG	JIPG-3	730	48	JHC-5	XV		XX	0.1	III/1	76	2344
Dominion	TNG	JIPG-4	730	50	JHC-5	XVI		XX	0.1	III/1	80	2356
Dominion	TNG	JIPH-1	1265	60	JHC-6	XVII		XX	0.1	III/1	102	2340
Dominion	TNG	JIPH-2	1265	66	JHC-8	XVIII		XX	0.1	III/1	159	2358
Dominion	TNG	JIPJ-1	2275	85	JHC-8	XIX		XX	0.1	III/1	172	2351
Dominion	TNG	JIPJ-2	2275	90	JHC-8	XX		XX	0.1	III/1	206	2360
Edoan	TOS	EPIA-1	86	1	ECC-1	I		I	0.1	RRR/99	2	2220
Edoan	TOS	EPIA-2	257	3	ECC-2	II		V	0.1	RRR/97	7	2228
Edoan	TOS	EPIA-3	427	5	ECC-3	VI		XIII	0.1	RRR/93	12	2236
Edoan	TOS	EPIB-1	172	2	ECC-2	I		II	0.1	RRR/95	3	2228
Edoan	TOS	EPIB-2	341	4	ECC-3	III		VIII	0.1	RRR/87	7	2237
Edoan	TOS	EPIC-1	257	3	ECC-3	III		VI	0.1	RRR/83	5	2236
Edoan	TOS	EPIC-2	604	7	ECC-4	VI		X	0.1	RRR/71	13	2242
Edoan	TOS	EPIC-3	858	10	ECC-5	VII		XIV	0.1	RRR/50	14	2256
Edoan	TOS	EPID-1	514	6	ECC-4	V		IX	0.1	RRR/80	14	2250
Edoan	TOS	EPID-2	1109	13	ECC-5	VIII		XV	0.1	RRR/48	19	2261
Edoan	TNG	EPIE-1	575	15	M-1	V		XI	0.1	RRR/41	22	2330
Edoan	TNG	EPIE-2	575	18	M-1	VI		XII	0.1	RRR/40	27	2330
Edoan	TNG	EPIE-3	575	20	M-1	VII		XIII	0.1	RRR/39	30	2331
Edoan	TNG	EPIE-4	575	21	M-1	V		XII	0.1	RRR/38	31	2332
Edoan	TNG	EPIE-5	575	22	M-1	VIII		XVI	0.1	RRR/37	33	2335
Edoan	TNG	EPIE-6	575	23	M-1	IX		XV	0.1	RRR/34	35	2336
Edoan	TNG	EPIE-7	575	24	M-1	VII		XIV	0.1	RRR/33	36	2339
Edoan	TNG	EPIE-8	575	25	M-2	X		XVIII	0.1	RRR/31	38	2342
Edoan	TNG	EPIE-9	575	26	M-2	XI		XVIII	0.1	RRR/25	39	2344
Edoan	TNG	EPIE-10	575	28	M-2	X		XVII	0.1	RRR/22	42	2350
Federation	TOS	FIA-1	150	1	L-12	I	-	I	0.1	RRR/88	1	2236
Federation	TOS	FIA-2	150	2	L-12	I	-	II	0.1	RRR/86	1	2236
Federation	TOS	FIA-3	150	3	L-12	I	-	III	0.1	RRR/83	2	2236
Federation	TOS	FIB-1	200	2	L-12	III	-	VII	0.1	RRR/83	1	2241
Federation	TOS	FIB-2	200	4	L-12	III	-	VIII	0.1	RRR/82	2	2241
Federation	TOS	FIB-3	200	6	L-13	V	-	IX	0.1	RRR/80	3	2241
Federation	TOS	FIC-1	255	1	L-12	III	-	VI	0.1	RRR/76	1	2242
Federation	TOS	FIC-2	255	3	L-12	V	-	IX	0.1	RRR/74	2	2242
Federation	TOS	FIC-3	255	6	L-13	VII	-	XI	0.1	RRR/70	3	2242
Federation	TOS	FID-1	315	2	L-12	IV	-	VII	0.1	RRR/70	2	2256
Federation	TOS	FID-2	315	4	L-12	VII	-	XII	0.1	RRR/65	3	2256
Federation	TOS	FID-3	315	8	L-13	X	-	XX	0.1	RRR/63	4	2256
Federation	TOS	FIE-1	350	4	L-12	VI	-	VIII	0.1	RRR/64	3	2261
Federation	TOS	FIE-2	350	8	L-13	VII	-	XII	0.1	RRR/60	4	2261
Federation	TOS	FIE-3	350	16	M-1	XI	-	XX	0.1	RRR/57	5	2261
Federation	TOS	FIF-1	438	12	L-14	VII	-	XI	0.1	RRR/55	4	2268
Federation	TOS	FIF-2	438	16	M-1	IX	-	XIII	0.1	RRR/50	5	2268
Federation	TOS	FIF-3	438	20	M-1	XI	-	XX	0.1	RRR/46	7	2268
Federation	TOS	FIG-1	1060	24	M-2	X	-	XIII	0.1	RRR/47	10	2272
Federation	TOS	FIG-2	1060	32	M-3	XII	-	XV	0.1	RRR/40	18	2272
Federation	TOS	FIG-3	1060	40	M-4	XIV	-	XV	0.1	RRR/32	34	2272
Federation	TOS	FIH-1	2000	28	M-4	XI		XVI	0.1	RRR/20	28	2281
Federation	TOS	FIH-2	2000	36	M-4	XII		XVIII	0.1	RRR/18	36	2290
Federation	TOS	FIH-3	2000	44	M-4	XV		XX	0.1	RRR/07	44	2301
Federation	TNG	FII-1	575	15	M-1	VI		XI	0.1	RRR/41	22	2330
Federation	TNG	FII-2	575	18	M-1	VII		XII	0.1	RRR/40	27	2330
Federation	TNG	FII-3	575	20	M-1	VII		XI	0.1	RRR/39	30	2331
Federation	TNG	FII-4	575	21	M-1	VII		XII	0.1	RRR/38	31	2332
Federation	TNG	FII-5	575	22	M-1	VIII		XIV	0.1	RRR/37	33	2335
Federation	TNG	FII-6	575	23	M-1	IX		XV	0.1	RRR/34	35	2336
Federation	TNG	FII-7	575	24	M-1	VIII		XIV	0.1	RRR/33	36	2339
Federation	TNG	FII-8	575	25	M-2	VIII		XVI	0.1	RRR/31	38	2342
Federation	TNG	FII-9	575	26	M-2	IX		XVI	0.1	RRR/25	39	2344
Federation	TNG	FII-10	575	28	M-2	X		XVII	0.1	RRR/22	42	2350
Federation	TNG	FIJ-1	630	25	M-2	VIII		XV	0.1	RRR/33	37	2337
Federation	TNG	FIJ-2	630	27	M-2	IX		XVI	0.1	RRR/27	41	2339
Federation	TNG	FIJ-3	630	30	M-2	XII		XVI	0.1	RRR/20	45	2341
Federation	TNG	FIJ-4	630	32	M-2	X		XV	0.1	RRR/19	48	2343
Federation	TNG	FIJ-5	630	33	M-3	XIII		XVIII	0.1	RRR/18	49	2345
Federation	TNG	FIJ-6	630	34	M-3	XII		XV	0.1	RRR/16	51	2347
Federation	TNG	FIJ-7	630	35	M-3	XIV		XVII	0.1	RRR/15	52	2349
Federation	TNG	FIJ-8	630	36	M-3	XV		XVIII	0.1	RRR/14	54	2351
Federation	TNG	FIJ-9	630	38	M-3	XIII		XVII	0.1	RRR/12	57	2353
Federation	TNG	FIJ-10	630	39	M-3	XVI		XIX	0.1	RRR/10	59	2355
Federation	TNG	FIK-1	960	35	M-3	XIII		XV	0.1	RRR/19	53	2340
Federation	TNG	FIK-2	960	36	M-3	XIV		XVI	0.1	RRR/17	54	2342
Federation	TNG	FIK-3	960	38	M-3	XV		XVII	0.1	RRR/14	57	2344
Federation	TNG	FIK-4	960	40	M-3	XIV		XVIII	0.1	RRR/11	60	2346
Federation	TNG	FIK-5	960	41	M-4	XV		XVIII	0.1	RRR/10	62	2348
Federation	TNG	FIK-6	960	42	M-4	XVI		XIX	0.1	RRR/9	63	2350
Federation	TNG	FIK-7	960	43	M-4	XVII		XX	0.1	RRR/8	64	2352
Federation	TNG	FIK-8	960	44	M-4	XV		XIX	0.1	RRR/7	66	2354
Federation	TNG	FIK-9	960	46	M-4	XVII		XX	0.1	RRR/5	69	2356
Federation	TNG	FIK-10	960	48	M-4	XVIII		XX	0.1	RRR/4	72	2358
Federation	TNG	FIL-1	1040	44	M-4	XIV		XVIII	0.1	RRR/12	66	2355
Federation	TNG	FIL-2	1040	46	M-4	XVI		XIX	0.1	RRR/11	69	2357
Federation	TNG	FIL-3	1040	48	M-4	XVII		XX	0.1	RRR/10	72	2359
Federation	TNG	FIL-4	1040	55	M-4	XVI		XIX	0.1	RRR/9	82	2361
Federation	TNG	FIL-5	1040	56	M-4	XVII		XIX	0.1	RRR/7	84	2363
Federation	TNG	FIL-6	1040	57	M-6	XVIII		XX	0.1	RRR/6	86	2365
Federation	TNG	FIL-7	1040	58	M-6	XVII		XX	0.1	RRR/5	87	2367
Federation	TNG	FIL-8	1040	59	M-6	XVIII		XX	0.1	RRR/4	89	2369
Federation	TNG	FIL-9	1040	60	M-6	XIX		XX	0.1	RRR/3	90	2371
Federation	TNG	FIL-10	1040	62	M-6	XIX		XX	0.1	RRR/2	93	2373
Federation	TNG	FIM-1	2350	58	M-6	XVII		XX	0.1	RRR/4	87	2364
Federation	TOS	FMIA	10	1	L-12	I	-	I	0.1	RRR/92	1	2261
Federation	TOS	FMIB	20	2	L-12	I	-	I	0.1	RRR/90	1	2265
Federation	TOS	FMIC	30	3	L-12	I	-	I	0.1	RRR/89	1.5	2270
Ferengi	TOS	FRAI-1	330	1	CF-1	I		IV	0.1	RRR/91	2	2209
Ferengi	TOS	FRAI-2	330	2	CF-1	II		VII	0.1	RRR/90	3	2210
Ferengi	TOS	FRAI-3	330	3	CF-1	II		VI	0.1	RRR/89	4	2221
Ferengi	TOS	FRBI-1	395	2	CF-1	III		VIII	0.1	RRR/90	2	2214
Ferengi	TOS	FRBI-2	395	3	CF-1	III		IX	0.1	RRR/88	3	2236
Ferengi	TOS	FRCI-1	450	2	CF-1	IV		IX	0.1	RRR/89	3	2217
Ferengi	TOS	FRCI-2	450	4	CF-1	VII		XII	0.1	RRR/85	4	2240
Ferengi	TOS	FRCI-3	450	5	CF-2	IV		XI	0.1	RRR/83	6	2255
Ferengi	TOS	FRDI-1	640	4	CF-3	VIII		XIII	0.1	RRR/87	6	2253
Ferengi	TOS	FRDI-2	640	6	CF-3	VIII		XIV	0.1	RRR/81	8	2264
Ferengi	TOS	FRDI-3	640	9	CF-3	IX		XVI	0.1	RRR/76	9	2267
Ferengi	TOS	FREI-1	880	8	CF-3	IX		XVI	0.1	RRR/77	6	2265
Ferengi	TOS	FREI-2	880	14	CF-4	X		XVII	0.1	RRR/65	14	2272
Ferengi	TOS	FREI-3	880	18	CF-4	XI		XVIII	0.1	RRR/48	18	2278
Ferengi	TOS	FRFI-1	1700	10	CF-3	IX		XIV	0.1	RRR/66	10	2271
Ferengi	TOS	FRFI-2	1700	16	CF-4	X		XV	0.1	RRR/50	16	2287
Ferengi	TOS	FRFI-3	1700	22	CF-4	XI		XVII	0.1	RRR/37	22	2292
Ferengi	TOS	FRGI-1	2958	17	CF-4	XI		XV	0.1	RRR/50	30	2290
Ferengi	TOS	FRGI-2	2958	23	CF-4	XII		XVI	0.1	RRR29	35	2316
Ferengi	TOS	FRGI-3	2958	27	CF-5	XIII		XX	0.1	RRR/19	43	2322
Ferengi	TNG	FRHI-1	1290	20	CF-3	X		XIV	0.1	RRR/36	28	2333
Ferengi	TNG	FRHI-2	1290	24	CF-4	XI		XV	0.1	RRR/28	37	2334
Ferengi	TNG	FRHI-3	1290	29	CF-4	XII		XVIII	0.1	RRR/27	46	2343
Ferengi	TNG	FRII-1	2350	26	CF-3a	XII		XVI	0.1	RRR/28	38	2337
Ferengi	TNG	FRII-2	2350	30	CF-5	XIV		XVIII	0.1	RRR/21	49	2340
Ferengi	TNG	FRII-3	2350	35	CF-4	XV		XIX	0.1	RRR/18	57	2346
Ferengi	TNG	FRJI-1	3130	31	CF-3a	XIII		XVII	0.1	RRR/20	50	2341
Ferengi	TNG	FRJI-2	3130	34	CF-5	XIV		XVIII	0.1	RRR/19	55	2344
Ferengi	TNG	FRJI-3	3130	37	CF-6	XVI		XIX	0.1	RRR/16	62	2350
Ferengi	TNG	FRKI-1	4200	40	CF-6b	XIV		XIX	0.1	RRR/12	78	2347
Ferengi	TNG	FRKI-2	4200	45	CF-7	XV		XX	0.1	RRR/10	103	2351
Ferengi	TNG	FRKI-3	4200	48	CF-7	XVI		XIX	0.1	RRR/8	121	2367
Ferengi	TNG	FRLI-1	5300	46	CF-7	XVI		XX	0.1	RRR/9	115	2359
Ferengi	TNG	FRLI-2	5300	50	CF-7	XVII		XX	0.1	RRR/5	208	2363
Gorn	TOS	GIA-1	238	1	1AG	I	-	I	0.1	RRR/37	1.4	2230
Gorn	TOS	GIA-2	238	2	1AG	I	-	II	0.1	RRR/21	3	2230
Gorn	TOS	GIB-1	363	1	1AG	I	-	IV	0.1	RRR/32	1.3	2235
Gorn	TOS	GIB-2	363	2	1AG	IV	-	V	0.1	RRR/20	3	2235
Gorn	TOS	GIB-3	363	4	1AG	VI	-	VII	0.1	RRR/18	5	2235
Gorn	TOS	GIC-1	650	2	1AG	V	-	IX	0.1	RRR/19	3	2237
Gorn	TOS	GIC-2	650	3	1AG	V	-	XI	0.1	RRR/17	4	2237
Gorn	TOS	GIC-3	650	4	1AG	V	-	XI	0.1	RRR/16	5	2239
Gorn	TOS	GID-1	788	3	1AG	V	-	IX	0.1	RRR/18	4	2238
Gorn	TOS	GID-2	788	6	1BG	X	-	XIII	0.1	RRR/15	8	2238
Gorn	TOS	GID-3	788	8	1BG	XIII	-	XVII	0.1	RRR/12	10	2241
Gorn	TOS	GID-4	788	13	1CG	VIII		XVI	0.1	RRR/8	17	2250
Gorn	TOS	GIE-1	950	4	1AG	VIII	-	XI	0.1	RRR/14	6	2245
